"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"11","0100134.110","0100134.110.02","0100134","05","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",5,"2","74","1","1","3","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","1","3","","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","9",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1068,3204,"U","3","0003","151",""
"12","0100178.001","0100178.001.01","0100178","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",4,"1","86","1","1","1","1","3","1","1","3","3","3","3","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1141,1141,"U","2","0004","150",""
"13","0100178.030","0100178.030.01","0100178","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",4,"1","71","1","1","3","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","","2","","2","1","","2","","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1141,1141,"U","2","0004","150",""
"14","0100178.067","0100178.067.02","0100178","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",4,"2","31","1","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","2","1","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","3","2","1","1","1","2","2","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",1141,2283,"U","2","0004","150",""
"15","0100178.092","0100178.092.03","0100178","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",4,"2","20","2","1","2","2","3","3","2","2","2","2","2","2","2","4","2","1","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","3","","2","2","2","3","","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1141,3424,"U","2","0004","150",""
"16","0100359.004","0100359.004.01","0100359","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",5,"2","61","2","1","3","1","3","2","1","1","1","3","1","3","1","3","1","1","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",933,1866,"U","3","0005","151",""
"17","0100359.022","0100359.022.01","0100359","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",5,"1","37","1","1","1","1","3","1","1","1","1","1","1","1","1","4","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","1","1","1","2","2","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",933,2799,"U","3","0005","151",""
"18","0100359.039","0100359.039.01","0100359","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",5,"1","60","1","2","2","2","3","2","2","2","2","1","1","3","2","4","1","1","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","4","2","1","9","4","4","3","1","9","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",933,2799,"U","3","0005","151",""
"19","0100368.003","0100368.003.03","0100368","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","39","2","1","1","1","3","3","1","1","1","3","1","2","1","4","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","1","3","1","3","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","0","0","1","1","0","0","0","2",1,"1","2","1","2","2","2","2","2","2","2","2","2","2","2",944,2831,"U","2","0006","150",""
"20","0100368.042","0100368.042.05","0100368","01","05","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"2","19","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","","1","2","2","2","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","1","2","2","2","1","2","1",944,4718,"U","2","0006","150",""
"21","0100368.060","0100368.060.01","0100368","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","68","1","1","1","1","3","3","1","3","3","3","1","1","3","4","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","3","3","","","","3","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",944,944,"U","2","0006","150",""
"22","0100368.083","0100368.083.01","0100368","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"2","58","2","2","2","2","3","2","2","2","2","1","1","2","2","4","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","1","3","","2","2","1","3","","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3",1,"1","1","1","1","1","2","2","2","2","2","2","2","2","1",944,2831,"U","2","0006","150",""
"23","0100391.041","0100391.041.01","0100391","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",3,"1","42","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","2","2","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","3","4","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","4",2,"1","2","2","","2","2","2","2","2","2","2","2","2","2",871,871,"U","3","0007","151",""
"24","0100391.116","0100391.116.01","0100391","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",3,"1","27","2","1","1","2","3","1","1","1","1","1","1","1","2","4","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","4","4","1","1","1","4","4","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4",2,"2","","1","2","2","2","2","2","2","2","2","2","2","1",871,2613,"U","3","0007","151",""
"25","0100391.215","0100391.215.01","0100391","04","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",3,"1","53","1","1","2","1","3","3","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","9","4","3","1","4","9","4","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2","3",871,1742,"U","3","0007","151",""
"26","0100460.003","0100460.003.05","0100460","01","05","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","19","1","1","3","1","1","1","1","1","1","3","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"1","2","1","2","2","2","2","2","2","2","2","2","2","1",1222,7334,"U","2","0008","150",""
"27","0100460.023","0100460.023.04","0100460","02","04","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","39","2","2","1","2","3","3","1","2","2","3","1","2","2","4","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","2","2","1","1","1","1","1","3","9","9","1","1","4","9","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",1222,2445,"U","2","0008","150",""
"28","0100460.042","0100460.042.01","0100460","03","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"2","65","2","2","3","2","3","2","1","2","2","2","1","2","2","4","1","1","2","1","2","1","2","2","1","1","2","2","3","2","2","2","2","2","2","1","1","1","2","1","2","9","9","","9","3","3","9","","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","1","1","1","1","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1222,4889,"U","2","0008","150",""
"29","0100460.062","0100460.062.02","0100460","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"2","43","2","1","2","2","3","2","2","2","2","3","2","1","2","4","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","3","1","1","4","4","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","0","1","0","1","0","1","0","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","2",1222,6112,"U","2","0008","150",""
"30","0100460.081","0100460.081.02","0100460","05","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","38","2","1","1","2","3","1","1","2","2","3","1","2","2","4","1","1","1","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","2","1","1","1","1","1","4","9","4","1","1","4","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1222,2445,"U","2","0008","150",""
"31","0100509.005","0100509.005.02","0100509","03","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"2","22","1","1","3","2","1","3","1","2","2","1","1","2","2","3","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","4","4","3","3","3","4","4","3","1","1","1","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3",1,"1","2","2","","1","2","2","1","2","1","2","1","2","1",1139,3417,"U","3","0009","151",""
"32","0100509.038","0100509.038.02","0100509","04","02","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"2","44","1","1","3","1","3","1","1","1","1","3","1","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","2","1","1","1","1","2","3","2","2","2","","3","2","2","2","","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","3",1,"1","2","1","2","2","2","2","2","2","2","2","2","2","1",1139,2278,"U","3","0009","151",""
"33","0100509.066","0100509.066.01","0100509","05","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","53","1","1","2","1","3","3","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","9","9","","2","2","9","3","","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3",2,"2","","1","2","2","2","2","2","2","2","2","2","2","5",1139,2278,"U","3","0009","151",""
"34","0100509.088","0100509.088.03","0100509","01","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","19","1","1","2","2","3","1","1","2","2","1","1","3","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","","","3","2","2","","","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1139,3417,"U","3","0009","151",""
"35","0100509.114","0100509.114.01","0100509","02","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","52","1","1","1","1","3","3","1","3","3","3","1","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","3","3","3","3","2","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1139,4556,"U","3","0009","151",""
"36","0100539.016","0100539.016.01","0100539","01","01","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","55","1","1","1","1","3","1","1","1","1","3","1","2","3","4","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","2","3","3","3","2","4","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",1075,2150,"U","3","0010","151",""
"37","0100539.050","0100539.050.03","0100539","04","03","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0422","01",0,0,"-",1,"1","20","1","1","1","1","3","1","1","1","1","2","1","3","3","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","3",1,"2","","1","1","1","2","2","1","2","2","2","2","2","1",1075,3225,"U","3","0010","151",""
