"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP4_1","BP4_2","BP4_3_1","BP4_3_2","BP4_3_3","BP4_3_4","BP4_3_5","BP4_3_6","BP4_4_1_1","BP4_4_1_2","BP4_4_1_3","BP4_4_2_1","BP4_4_2_2","BP4_4_2_3","BP4_4_3_1","BP4_4_3_2","BP4_4_3_3","BP4_4_4_1","BP4_4_4_2","BP4_4_4_3","BP4_4_5_1","BP4_4_5_2","BP4_4_5_3","BP4_4_6_1","BP4_4_6_2","BP4_4_6_3","BP4_5_1_1","BP4_5_1_2","BP4_5_1_3","BP4_5_1_4","BP4_5_1_5","BP4_5_1_6","BP4_5_1_7","BP4_5_1_8","BP4_5_1_9","BP4_5_2_1","BP4_5_2_2","BP4_5_2_3","BP4_5_2_4","BP4_5_2_5","BP4_5_2_6","BP4_5_2_7","BP4_5_2_8","BP4_5_2_9","BP4_5_3_1","BP4_5_3_2","BP4_5_3_3","BP4_5_3_4","BP4_5_3_5","BP4_5_3_6","BP4_5_3_7","BP4_5_3_8","BP4_5_3_9","BP4_5_4_1","BP4_5_4_2","BP4_5_4_3","BP4_5_4_4","BP4_5_4_5","BP4_5_4_6","BP4_5_4_7","BP4_5_4_8","BP4_5_4_9","BP4_5_5_1","BP4_5_5_2","BP4_5_5_3","BP4_5_5_4","BP4_5_5_5","BP4_5_5_6","BP4_5_5_7","BP4_5_5_8","BP4_5_5_9","BP4_5_6_1","BP4_5_6_2","BP4_5_6_3","BP4_5_6_4","BP4_5_6_5","BP4_5_6_6","BP4_5_6_7","BP4_5_6_8","BP4_5_6_9","BP5_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"4587","0902594.035","0902594.035.01","0902594","03","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",1,"2","56","2","1","1","1","3","2","2","2","2","2","3","2","2","3","2","1","1","1","1","2","2","2","1","1","2","1","3","0","0","0","0","1","0","0","1","0","0","1","0","0","0","3","1","1","1","2","","3","1","1","","","2","2","1","","1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,168,"U","3","10590","0080"
"4588","0902594.050","0902594.050.01","0902594","04","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",1,"1","51","1","1","1","1","3","1","1","2","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","1","3","0","0","1","1","0","0","0","0","1","0","0","0","0","0","3","1","1","1","1","","2","3","3","3","","2","4","2","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,168,"U","3","10590","0080"
"4589","0902594.065","0902594.065.01","0902594","05","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",1,"1","36","1","1","1","1","3","1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","2","2","2","1","","3","2","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,335,"U","3","10590","0080"
"4590","0902600.028","0902600.028.05","0902600","01","05","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"2","45","2","1","2","2","3","2","1","2","2","2","2","2","1","3","1","1","1","2","1","2","2","2","1","1","1","1","3","0","0","1","0","1","0","0","1","0","0","0","0","0","0","3","2","1","1","1","","","3","2","2","","","4","2","2","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,832,"U","4","10600","0090"
"4591","0902600.065","0902600.065.04","0902600","02","04","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"2","37","2","1","1","2","3","2","2","2","2","2","2","1","3","3","2","2","2","2","1","1","2","1","1","1","1","1","3","0","0","0","1","0","0","0","1","0","0","1","0","0","0","3","1","2","1","1","","3","","2","2","","3","","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,1387,"U","4","10600","0090"
"4592","0902600.098","0902600.098.06","0902600","03","06","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",1,1,"-",4,"2","21","2","1","3","1","3","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","1","1","1","","2","1","1","1","","2","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,555,"U","4","10600","0090"
"4593","0902600.131","0902600.131.01","0902600","04","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"1","31","1","1","1","1","3","1","1","1","1","3","2","2","1","2","2","1","2","2","2","2","2","2","1","2","1","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","2","2","1","1","","2","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,555,"U","4","10600","0090"
"4594","0902600.166","0902600.166.01","0902600","05","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"1","76","1","1","3","3","3","1","1","1","3","3","2","3","3","1","2","2","2","2","2","2","2","2","1","2","2","3","3","0","0","0","0","0","0","0","1","1","1","0","0","0","0","3","1","2","1","1","","2","","1","1","","2","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,277,"U","4","10600","0090"
"4595","0902603.009","0902603.009.04","0902603","01","04","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",1,1,"-",4,"1","48","1","1","1","1","3","1","1","1","2","2","1","1","3","2","2","1","2","2","1","2","2","2","2","2","2","2","3","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","2","1","2","1","","3","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,215,"U","2","10610","0070"
"4596","0902603.033","0902603.033.04","0902603","02","04","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"1","53","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","2","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1","1","","2","2","1","1","","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,646,"U","2","10610","0070"
"4597","0902603.057","0902603.057.01","0902603","03","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"1","54","2","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","2","2","2","2","2","3","0","0","0","0","0","0","0","1","1","0","1","0","0","0","3","1","1","1","1","","1","2","1","1","","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,646,"U","2","10610","0070"
"4598","0902603.081","0902603.081.02","0902603","04","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"2","75","1","1","3","1","3","1","1","2","3","1","1","1","1","4","2","2","2","2","2","2","2","2","3","3","3","3","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","3","1","2","1","1","","9","","1","1","","3","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,431,"U","2","10610","0070"
"4599","0902603.105","0902603.105.01","0902603","05","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",4,"1","70","1","1","3","1","3","1","1","1","3","1","1","1","3","2","2","1","1","1","1","2","2","1","2","2","2","1","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","3","1","1","1","1","","2","9","9","9","","2","9","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,1077,"U","2","10610","0070"
"4600","0902605.013","0902605.013.02","0902605","01","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",5,"1","26","1","1","1","1","3","1","1","1","2","2","1","1","3","2","2","1","2","2","2","2","2","1","2","2","2","2","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","3","1","1","1","","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,591,"U","3","10620","0080"
"4601","0902605.051","0902605.051.02","0902605","02","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",5,"2","52","1","1","1","1","3","1","1","1","2","2","1","1","3","3","2","1","1","2","1","2","2","1","1","2","2","2","3","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","3","3","2","2","","2","2","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,394,"U","3","10620","0080"
"4602","0902605.092","0902605.092.01","0902605","03","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",5,"1","30","2","1","1","2","3","1","1","2","2","2","1","1","3","3","1","1","2","2","1","2","2","2","1","2","2","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","4","3","2","1","","4","2","2","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,394,"U","3","10620","0080"
"4603","0902605.131","0902605.131.06","0902605","04","06","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",1,1,"-",5,"1","33","1","1","1","1","3","1","1","2","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","2","2","2","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","3","1","1","1","1","","3","1","2","1","","3","2","3","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,394,"U","3","10620","0080"
"4604","0902613.029","0902613.029.01","0902613","01","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",5,"1","40","1","1","1","1","3","1","1","2","2","2","1","1","3","2","2","2","2","2","1","2","2","2","2","2","2","2","3","1","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","2","2","1","1","","2","2","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,193,"U","2","10630","0070"
"4605","0902613.064","0902613.064.14","0902613","02","14","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",2,2,"-",5,"1","48","1","1","1","1","3","1","1","1","1","2","1","1","3","4","1","1","2","2","1","2","2","2","2","2","2","3","3","0","0","1","0","1","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","3","2","2","1","","3","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,580,"U","2","10630","0070"
"4606","0902613.098","0902613.098.01","0902613","03","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",5,"2","29","2","1","3","2","3","2","3","3","3","2","1","1","1","3","1","1","1","2","1","1","2","2","1","1","2","1","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","1","","2","1","1","1","","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","3","1","1","2","2","2","2","1","2","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","","","","","","","","","",4,387,"U","2","10630","0070"
"4607","0902613.132","0902613.132.02","0902613","04","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",5,"2","60","2","1","1","1","3","1","1","2","2","2","1","1","3","3","1","1","1","2","1","2","2","1","1","1","2","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","3","1","1","1","1","","3","1","1","1","","3","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","0","1","1","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,387,"U","2","10630","0070"
"4608","0902613.167","0902613.167.02","0902613","05","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",5,"2","52","1","1","1","1","3","1","1","2","2","1","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","3","0","0","1","0","0","0","1","1","0","0","0","0","0","0","3","1","1","1","1","","4","2","1","1","","3","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,774,"U","2","10630","0070"
"4609","0902628.048","0902628.048.03","0902628","02","03","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",3,"2","18","1","1","1","2","3","1","1","1","1","2","1","1","1","4","2","2","2","2","1","1","2","1","1","1","1","3","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","3","1","1","1","1","","4","4","4","4","","4","4","4","4","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,533,"U","2","10640","0070"
"4610","0902628.084","0902628.084.06","0902628","03","06","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",1,1,"-",3,"2","35","1","1","1","1","3","1","1","1","1","1","1","1","3","3","2","2","2","2","2","2","2","2","1","1","1","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","3","1","1","1","1","","2","2","2","2","","2","2","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,355,"U","2","10640","0070"
"4611","0902628.159","0902628.159.01","0902628","05","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",3,"1","60","1","2","1","2","3","2","2","2","2","2","2","2","2","3","1","2","2","2","1","2","2","2","1","1","1","3","2","0","0","1","0","0","0","0","0","1","1","0","0","0","0","3","2","1","1","1","","","4","4","2","","","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,711,"U","2","10640","0070"
"4612","0902630.050","0902630.050.02","0902630","02","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",3,"2","26","1","1","1","1","3","1","1","1","2","3","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","0","0","1","1","0","0","0","0","0","0","1","0","0","0","3","2","1","1","1","","","2","1","2","","","2","2","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,463,"U","4","10650","0090"
"4613","0902630.079","0902630.079.01","0902630","03","01","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",3,"1","37","1","1","1","1","3","1","1","1","2","2","1","1","1","4","1","2","1","2","2","2","2","2","1","1","1","1","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","3","1","1","1","1","","3","3","3","3","","3","3","3","3","1","1","0","1","0","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,463,"U","4","10650","0090"
"4614","0902630.109","0902630.109.02","0902630","04","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",3,"1","35","1","1","1","1","3","1","1","2","2","2","1","1","2","3","2","2","2","1","2","2","2","2","1","2","2","3","2","1","0","1","0","0","0","0","0","0","1","0","0","0","0","3","1","1","1","1","","3","3","3","3","","2","2","1","2","1","1","0","0","1","1","1","0","0","1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,694,"U","4","10650","0090"
"4615","0902630.138","0902630.138.02","0902630","05","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",3,"2","49","1","1","1","1","3","1","1","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","3","2","1","1","1","","","1","1","1","","","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,694,"U","4","10650","0090"
"4616","0902634.019","0902634.019.02","0902634","01","02","09","Ciudad de Mexico","004","Cuajimalpa de Morelos","0001","73","Cuajimalpa de Morelos","0321","01",0,0,"-",2,"2","57","1","1","1","1","3","3","1","1","1","9","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","1","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0","3","2","1","1","2","","","2","1","","","","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,1153,"U","4","10660","0090"
