"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","SEL_SUST","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"2003015
","05
","01
","20
","Oaxaca
","375
","Santa Cruz Amilpas
","0001
","35
","0419
","01
","0
","A
","-
","3
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","2
","2
","2
","3
","2
","1
","2
","2
","1
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","1
","3
","3
","2
","2
","2
","1
","1
","0
","1
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1273
","U
","3
","39570
","1880
"
"2003025
","01
","02
","20
","Oaxaca
","375
","Santa Cruz Amilpas
","0001
","35
","0419
","01
","0
","A
","-
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","3
","4
","2
","2
","2
","2
","2
","4
","2
","2
","2
","1
","1
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","1
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1628
","U
","2
","39580
","1870
"
"2003025
","02
","01
","20
","Oaxaca
","375
","Santa Cruz Amilpas
","0001
","35
","0419
","01
","0
","A
","-
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","
","1
","
","
","
","
","
","1
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","814
","U
","2
","39580
","1870
"
"2003025
","03
","01
","20
","Oaxaca
","375
","Santa Cruz Amilpas
","0001
","35
","0419
","01
","0
","A
","-
","2
","1
","1
","1
","1
","3
","1
","1
","3
","3
","1
","1
","1
","1
","4
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","814
","U
","2
","39580
","1870
"
"2003025
","04
","01
","20
","Oaxaca
","375
","Santa Cruz Amilpas
","0001
","35
","0419
","01
","0
","A
","-
","2
","1
","1
","1
","1
","3
","1
","1
","3
","3
","2
","2
","2
","2
","1
","2
","1
","1
","2
","2
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","
","
","
","
","1
","
","
","
","
","
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1628
","U
","2
","39580
","1870
"
"2003025
","05
","01
","20
","Oaxaca
","375
","Santa Cruz Amilpas
","0001
","35
","0419
","01
","0
","A
","-
","2
","2
","1
","1
","1
","3
","1
","1
","2
","2
","2
","2
","2
","2
","4
","2
","2
","2
","2
","2
","2
","2
","9
","9
","9
","9
","9
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","9
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1628
","U
","2
","39580
","1870
"
"2003088
","01
","02
","20
","Oaxaca
","409
","Santa Maria del Tule
","0001
","35
","0419
","01
","0
","A
","-
","5
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","9
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2202
","U
","3
","39590
","1880
"
"2003088
","02
","01
","20
","Oaxaca
","409
","Santa Maria del Tule
","0001
","35
","0419
","01
","0
","A
","-
","5
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","1
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1468
","U
","3
","39590
","1880
"
"2003088
","03
","01
","20
","Oaxaca
","409
","Santa Maria del Tule
","0001
","35
","0419
","01
","0
","A
","-
","5
","2
","2
","1
","1
","3
","2
","2
","2
","2
","1
","2
","2
","2
","4
","2
","1
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","1
","1
","4
","3
","4
","
","1
","1
","4
","4
","4
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1468
","U
","3
","39590
","1880
"
"2003088
","04
","01
","20
","Oaxaca
","409
","Santa Maria del Tule
","0001
","35
","0419
","01
","0
","A
","-
","5
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","4
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","0
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","734
","U
","3
","39590
","1880
"
"2003088
","05
","02
","20
","Oaxaca
","409
","Santa Maria del Tule
","0001
","35
","0419
","01
","0
","B
","-
","5
","2
","2
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","2
","1
","2
","2
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","
","
","
","
","2
","
","
","
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","1
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","3
","2
","
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","734
","U
","3
","39590
","1880
"
"2003385
","01
","02
","20
","Oaxaca
","553
","Tlalixtac de Cabrera
","0001
","35
","0419
","01
","0
","A
","-
","4
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","2
","3
","4
","3
","2
","
","
","3
","3
","3
","2
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","0
","1
","1
","1
","1
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1160
","U
","4
","39600
","1890
"
"2003385
","02
","02
","20
","Oaxaca
","553
","Tlalixtac de Cabrera
","0001
","35
","0419
","01
","0
","A
","-
","4
","2
","1
","1
","1
","3
","1
","1
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","2
","2
","1
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","2
","2
","3
","3
","2
","
","
","
","3
","3
","2
","
","
","
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1160
","U
","4
","39600
","1890
"
"2003385
","03
","02
","20
","Oaxaca
","553
","Tlalixtac de Cabrera
","0001
","35
","0419
","01
","0
","A
","-
","4
","2
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","2
","2
","2
","2
","1
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","1
","1
","3
","1
","1
","
","3
","2
","4
","3
","1
","
","3
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1160
","U
","4
","39600
","1890
"
"2003385
","05
","04
","20
","Oaxaca
","553
","Tlalixtac de Cabrera
","0001
","35
","0419
","01
","1
","A
","-
","4
","2
","2
","1
","2
","3
","1
","1
","2
","2
","2
","2
","2
","1
","3
","1
","2
","1
","2
","2
","2
","2
","1
","1
","1
","3
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","
","2
","
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","580
","U
","4
","39600
","1890
"
"2100066
","01
","02
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","4
","2
","1
","1
","2
","3
","3
","1
","2
","2
","3
","1
","1
","1
","3
","1
","1
","1
","2
","1
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2198
","U
","2
","39610
","1060
"
"2100066
","02
","01
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","4
","2
","1
","3
","1
","3
","2
","1
","3
","3
","2
","1
","3
","3
","4
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","
","2
","
","2
","1
","1
","
","2
","
","2
","1
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","4396
","U
","2
","39610
","1060
"
"2100066
","03
","02
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","4
","2
","2
","2
","2
","3
","2
","1
","3
","3
","2
","2
","2
","3
","4
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","1
","2
","2
","1
","1
","2
","2
","1
","1
","3
","3
","
","
","2
","2
","3
","3
","
","
","2
","2
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","4396
","U
","2
","39610
","1060
"
"2100066
","04
","01
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","4
","2
","2
","3
","2
","3
","3
","1
","3
","3
","3
","2
","2
","3
","4
","1
","1
","1
","1
","9
","1
","2
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","1
","1
","4
","4
","4
","
","9
","9
","4
","4
","4
","
","9
","9
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2198
","U
","2
","39610
","1060
"
"2100066
","05
","01
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","4
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","1
","1
","1
","1
","1
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","3
","
","3
","9
","2
","1
","4
","
","3
","2
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","1
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2198
","U
","2
","39610
","1060
"
"2100229
","01
","02
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","1
","3
","2
","3
","2
","1
","2
","2
","2
","1
","1
","1
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","3
","3
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","
","
","
","
","4
","
","
","
","
","
","3
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","1
","0
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","5796
","U
","3
","39620
","1070
"
"2100229
","02
","03
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","9
","9
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","1
","2
","
","3
","3
","
","1
","
","
","3
","3
","
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","1
","1
","0
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","7728
","U
","3
","39620
","1070
"
"2100229
","03
","01
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","1
","2
","2
","3
","2
","1
","2
","2
","2
","2
","2
","1
","4
","2
","1
","1
","2
","2
","1
","2
","1
","2
","1
","9
","9
","2
","2
","2
","2
","2
","1
","2
","1
","1
","2
","1
","2
","
","2
","3
","
","1
","
","
","3
","2
","
","1
","
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","0
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3864
","U
","3
","39620
","1070
"
"2100229
","05
","02
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","1
","2
","2
","2
","2
","2
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","3
","
","2
","2
","2
","2
","3
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3864
","U
","3
","39620
","1070
"
"2100279
","01
","01
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","1
","1
","1
","2
","2
","1
","1
","1
","1
","1
","1
","1
","4
","4
","4
","4
","1
","1
","4
","4
","4
","4
","1
","1
","1
","1
","1
","1
","0
","1
","0
","0
","1
","1
","1
","1
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","1
","2
","3522
","U
","4
","39630
","1080
"
"2100279
","03
","06
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","2
","2
","1
","2
","1
","1
","2
","2
","2
","2
","1
","2
","1
","2
","1
","2
","1
","1
","1
","1
","1
","
","4
","3
","4
","4
","4
","
","4
","4
","4
","4
","4
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","0
","0
","0
","4
","1
","1
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","21130
","U
","4
","39630
","1080
"
"2100279
","04
","01
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","1
","3
","3
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","2
","2
","1
","2
","2
","3
","3
","3
","2
","2
","2
","1
","2
","2
","2
","1
","1
","1
","1
","1
","1
","4
","4
","4
","4
","4
","4
","4
","4
","4
","4
","4
","4
","1
","1
","0
","1
","0
","1
","0
","0
","0
","1
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","4
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3522
","U
","4
","39630
","1080
"
"2100279
","05
","02
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","3
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","1
","1
","3
","1
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","1
","1
","1
","9
","2
","
","1
","1
","2
","2
","2
","
","1
","1
","1
","1
","1
","1
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","1
","1
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","7043
","U
","4
","39630
","1080
"
"2100287
","01
","02
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","2
","2
","1
","3
","2
","3
","1
","1
","1
","1
","2
","3
","2
","2
","3
","2
","2
","1
","2
","1
","1
","2
","1
","1
","3
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","
","9
","
","
","3
","
","
","3
","
","
","2
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3425
","U
","3
","39640
","1070
"
"2100287
","02
","03
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","2
","2
","2
","1
","1
","1
","1
","3
","2
","2
","2
","2
","1
","2
","1
","2
","1
","1
","2
","1
","2
","
","2
","3
","
","2
","
","
","3
","3
","
","2
","
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","4
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","6850
","U
","3
","39640
","1070
"
"2100287
","03
","04
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","2
","2
","2
","1
","1
","3
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","
","
","
","
","1
","1
","
","
","
","
","2
","2
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","6850
","U
","3
","39640
","1070
"
"2100287
","04
","01
","21
","Puebla
","114
","Puebla
","0001
","36
","0419
","01
","0
","A
","-
","2
","2
","1
","3
","3
","3
","3
","1
","3
","3
","3
","1
","1
","3
","3
","2
","2
","2
","2
","2
","2
","2
","3
","3
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","1
","1
","2
","
","
","
","1
","1
","2
","
","
","
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","4
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","5137
","U
","3
","39640
","1070
"
